               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.027559,           0.0070165,           0.0068274,             0.93639,               0.915,             0.96889,             0.73275,            0.019259,           0.0044833,           0.0025618,            0.008845,            0.008845,            0.008845
                  37,            0.027464,           0.0068751,           0.0066274,             0.94466,             0.91267,             0.97431,             0.72234,            0.019282,           0.0044358,           0.0032155,            0.008812,            0.008812,            0.008812
                  38,            0.027279,           0.0068178,           0.0065274,             0.94973,             0.88272,             0.96182,             0.70956,            0.019971,           0.0048785,            0.002711,            0.008779,            0.008779,            0.008779
                  39,            0.027288,           0.0066409,           0.0063347,             0.93668,             0.94203,             0.97602,             0.74423,            0.019133,           0.0043895,           0.0026447,            0.008746,            0.008746,            0.008746
                  40,            0.026646,           0.0066869,           0.0062083,             0.94219,             0.93185,             0.97487,             0.72718,            0.019439,           0.0043451,            0.002621,            0.008713,            0.008713,            0.008713
                  41,            0.026545,           0.0066076,           0.0062606,             0.95698,             0.94394,             0.97928,             0.73135,            0.018845,           0.0042094,           0.0021588,             0.00868,             0.00868,             0.00868
                  42,             0.02644,           0.0065811,           0.0062542,             0.95913,             0.92646,             0.97591,             0.74059,             0.01895,           0.0043145,           0.0023855,            0.008647,            0.008647,            0.008647
                  43,            0.026412,           0.0065563,           0.0059094,             0.94791,             0.94775,             0.98339,             0.74942,            0.018122,           0.0041966,           0.0023219,            0.008614,            0.008614,            0.008614
                  44,            0.025733,           0.0064366,           0.0061863,             0.94538,              0.9466,             0.97747,             0.74972,            0.017838,            0.004095,           0.0022618,            0.008581,            0.008581,            0.008581
                  45,            0.025575,           0.0065548,           0.0054907,              0.9642,             0.94179,             0.98438,             0.75075,            0.017923,           0.0041528,            0.002138,            0.008548,            0.008548,            0.008548
                  46,            0.025415,           0.0063315,           0.0055404,             0.92646,             0.95734,              0.9829,             0.75889,            0.017534,            0.004023,           0.0019232,            0.008515,            0.008515,            0.008515
                  47,             0.02488,           0.0063205,           0.0054643,             0.96001,             0.95714,             0.98739,             0.74663,            0.017538,           0.0039741,            0.002047,            0.008482,            0.008482,            0.008482
                  48,            0.025297,           0.0063527,           0.0051293,             0.96639,             0.93798,             0.98412,             0.75707,            0.017794,           0.0040174,           0.0021005,            0.008449,            0.008449,            0.008449
                  49,            0.024817,           0.0061713,           0.0051305,             0.95687,             0.94981,             0.98093,             0.75445,            0.017561,            0.004052,           0.0023816,            0.008416,            0.008416,            0.008416
                  50,            0.025365,           0.0063794,           0.0053198,             0.96731,             0.94918,             0.98332,             0.75474,            0.017179,           0.0039479,           0.0020238,            0.008383,            0.008383,            0.008383
                  51,            0.024649,           0.0062613,           0.0055974,             0.96397,             0.95296,             0.98569,             0.78544,            0.016134,           0.0038778,           0.0018879,             0.00835,             0.00835,             0.00835
                  52,            0.024599,           0.0062211,            0.005227,             0.95898,             0.95574,              0.9867,             0.76813,            0.016594,           0.0039454,           0.0018614,            0.008317,            0.008317,            0.008317
                  53,            0.024775,            0.006092,           0.0052022,             0.95881,             0.95056,             0.98451,             0.77579,            0.016841,           0.0038378,           0.0019255,            0.008284,            0.008284,            0.008284
                  54,            0.024042,           0.0060727,           0.0048206,             0.95673,             0.96479,             0.98739,             0.77431,             0.01715,            0.003905,            0.001757,            0.008251,            0.008251,            0.008251
                  55,             0.02454,           0.0059983,           0.0053215,             0.97873,              0.9611,             0.98952,             0.77296,            0.016319,           0.0037959,           0.0016803,            0.008218,            0.008218,            0.008218
                  56,            0.024535,           0.0060691,           0.0053583,             0.94118,             0.96462,             0.98588,             0.77664,            0.016413,           0.0037661,           0.0016984,            0.008185,            0.008185,            0.008185
                  57,             0.02433,           0.0060142,           0.0049565,             0.94064,             0.97438,             0.98809,             0.78879,            0.015986,           0.0037097,           0.0018069,            0.008152,            0.008152,            0.008152
                  58,            0.023788,           0.0060386,           0.0049371,             0.95832,             0.97288,             0.98894,              0.7832,            0.016328,           0.0037893,           0.0017977,            0.008119,            0.008119,            0.008119
                  59,            0.023513,            0.006082,           0.0048429,             0.96738,             0.95059,             0.98809,             0.78903,            0.015501,           0.0036843,           0.0016689,            0.008086,            0.008086,            0.008086
                  60,            0.023608,           0.0059326,           0.0048901,             0.97045,              0.9544,             0.98774,             0.77327,            0.016537,           0.0036936,           0.0016067,            0.008053,            0.008053,            0.008053
                  61,            0.023498,           0.0060489,           0.0050057,              0.9673,             0.93678,             0.98747,             0.78179,            0.016347,           0.0037546,           0.0023691,             0.00802,             0.00802,             0.00802
                  62,            0.023761,           0.0060319,           0.0053277,             0.96972,              0.9666,             0.98852,             0.78402,            0.016102,           0.0037505,           0.0017517,            0.007987,            0.007987,            0.007987
                  63,            0.023577,           0.0059602,           0.0046651,             0.97295,             0.96477,             0.98873,             0.78239,            0.015497,           0.0036657,           0.0015018,            0.007954,            0.007954,            0.007954
                  64,            0.023289,           0.0058796,           0.0043993,             0.97338,              0.9713,             0.98875,             0.79662,            0.015262,           0.0036727,           0.0015572,            0.007921,            0.007921,            0.007921
                  65,            0.023451,           0.0058553,           0.0045449,             0.97316,             0.97203,             0.98993,             0.80232,            0.015405,           0.0035699,           0.0015177,            0.007888,            0.007888,            0.007888
                  66,             0.02306,           0.0060155,           0.0045715,             0.96522,             0.97144,             0.98819,             0.78756,            0.015355,           0.0037156,           0.0015242,            0.007855,            0.007855,            0.007855
                  67,            0.023074,            0.005911,           0.0046362,             0.96534,             0.97014,             0.98954,             0.79942,            0.014877,           0.0035605,           0.0014351,            0.007822,            0.007822,            0.007822
                  68,            0.022498,            0.005837,           0.0039709,             0.97705,             0.97253,             0.99078,             0.81116,            0.014544,           0.0034893,           0.0014363,            0.007789,            0.007789,            0.007789
                  69,            0.022917,           0.0059365,           0.0043693,             0.97069,             0.97358,             0.98984,             0.79995,            0.015181,           0.0035027,           0.0014376,            0.007756,            0.007756,            0.007756
                  70,            0.022433,           0.0056663,           0.0038618,             0.98183,             0.97123,             0.99187,             0.80945,            0.014457,            0.003435,           0.0014695,            0.007723,            0.007723,            0.007723
                  71,            0.022587,           0.0057357,           0.0044742,             0.97354,             0.96647,             0.99016,              0.8087,            0.014767,           0.0034776,           0.0014927,             0.00769,             0.00769,             0.00769
                  72,            0.022337,           0.0058041,             0.00472,             0.96681,             0.97356,             0.99038,             0.80915,            0.014613,           0.0035077,           0.0014561,            0.007657,            0.007657,            0.007657
                  73,            0.022375,           0.0056552,           0.0043528,             0.96114,             0.96921,             0.98675,             0.81009,            0.014296,           0.0034629,           0.0014441,            0.007624,            0.007624,            0.007624
                  74,            0.022193,           0.0055842,           0.0043271,             0.97362,             0.97026,             0.99134,              0.8044,            0.014671,           0.0034128,           0.0013257,            0.007591,            0.007591,            0.007591
                  75,            0.021803,           0.0055127,           0.0043524,             0.97708,             0.97782,             0.99287,             0.80856,            0.014432,           0.0034117,           0.0013439,            0.007558,            0.007558,            0.007558
                  76,            0.022236,           0.0057348,           0.0043233,             0.97555,              0.9762,             0.99042,             0.80956,            0.014368,           0.0034294,           0.0014794,            0.007525,            0.007525,            0.007525
                  77,            0.022335,           0.0056934,           0.0043058,             0.95935,             0.97816,             0.99126,             0.81682,            0.014007,           0.0034196,           0.0014566,            0.007492,            0.007492,            0.007492
                  78,            0.021941,           0.0055876,            0.003981,             0.98159,             0.97047,             0.99182,              0.8121,            0.014155,           0.0033865,           0.0013419,            0.007459,            0.007459,            0.007459
                  79,              0.0217,           0.0055141,           0.0039605,             0.97027,             0.97523,             0.99227,             0.82671,            0.013846,           0.0033086,           0.0012702,            0.007426,            0.007426,            0.007426
                  80,            0.022169,           0.0055299,           0.0039598,             0.98192,             0.97341,             0.99194,             0.81518,            0.013785,           0.0033562,           0.0013961,            0.007393,            0.007393,            0.007393
                  81,             0.02142,           0.0055434,           0.0039981,             0.98197,             0.97936,             0.99273,             0.82069,            0.013771,           0.0033081,           0.0012825,             0.00736,             0.00736,             0.00736
                  82,            0.021712,           0.0055132,           0.0040025,              0.9803,             0.98044,             0.99158,             0.82364,            0.013617,           0.0033354,           0.0012774,            0.007327,            0.007327,            0.007327
                  83,            0.021402,           0.0055287,           0.0037305,             0.98459,             0.97914,             0.99324,             0.82548,             0.01336,           0.0032324,           0.0012313,            0.007294,            0.007294,            0.007294
                  84,            0.021252,           0.0052477,           0.0039114,             0.97478,             0.98062,              0.9922,             0.82852,            0.013186,           0.0032217,           0.0013212,            0.007261,            0.007261,            0.007261
                  85,            0.020965,           0.0053319,           0.0036664,             0.97424,             0.96724,              0.9905,             0.81941,            0.013461,           0.0032072,           0.0012164,            0.007228,            0.007228,            0.007228
                  86,            0.020984,           0.0054059,           0.0039889,             0.98012,             0.98221,             0.99344,             0.83327,            0.012965,            0.003185,           0.0011883,            0.007195,            0.007195,            0.007195
                  87,            0.020729,            0.005396,           0.0037275,             0.98424,             0.95982,             0.99191,             0.83104,            0.013373,           0.0032259,           0.0011898,            0.007162,            0.007162,            0.007162
                  88,            0.021268,           0.0053361,           0.0041223,             0.98094,             0.97751,             0.99247,             0.83243,            0.013064,           0.0032032,           0.0012572,            0.007129,            0.007129,            0.007129
                  89,            0.021112,           0.0053307,           0.0036648,             0.96056,             0.98684,              0.9923,             0.83235,            0.013381,           0.0031939,           0.0012621,            0.007096,            0.007096,            0.007096
                  90,            0.021278,           0.0053726,           0.0038088,             0.98524,             0.98415,             0.99334,             0.83646,            0.013019,           0.0031708,           0.0012275,            0.007063,            0.007063,            0.007063
                  91,            0.020885,           0.0053335,            0.003704,             0.98139,             0.97857,             0.99261,             0.83409,             0.01281,           0.0031763,           0.0011593,             0.00703,             0.00703,             0.00703
                  92,            0.020602,           0.0052598,           0.0036273,             0.98678,             0.98146,             0.99231,             0.83594,            0.012916,           0.0031822,           0.0011077,            0.006997,            0.006997,            0.006997
                  93,            0.020602,            0.005238,            0.003629,             0.98383,             0.97813,             0.99245,             0.83553,            0.012933,           0.0031396,           0.0011123,            0.006964,            0.006964,            0.006964
                  94,             0.02051,            0.005261,            0.003408,             0.98713,             0.98337,             0.99302,             0.84311,            0.012593,           0.0031143,           0.0011005,            0.006931,            0.006931,            0.006931
                  95,            0.020282,           0.0053857,           0.0033083,             0.98557,             0.98294,             0.99328,             0.84148,            0.012609,           0.0031119,           0.0010672,            0.006898,            0.006898,            0.006898
                  96,            0.020435,           0.0053496,           0.0035854,             0.97724,             0.98381,             0.99307,             0.84913,            0.012276,           0.0030753,           0.0010753,            0.006865,            0.006865,            0.006865
                  97,            0.020112,           0.0052081,           0.0034273,             0.98879,              0.9839,             0.99315,             0.84928,            0.012194,           0.0030402,           0.0010956,            0.006832,            0.006832,            0.006832
                  98,            0.020599,            0.005208,           0.0038328,             0.98568,              0.9855,             0.99317,             0.84541,            0.012527,           0.0030852,           0.0010739,            0.006799,            0.006799,            0.006799
