               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.052905,            0.079858,            0.030585,             0.87422,             0.73008,             0.80824,             0.40833,            0.041237,            0.054082,            0.016379,          0.00065035,          0.00065035,          0.00065035
                  37,            0.054458,            0.082463,             0.02995,             0.87668,             0.73671,              0.8156,             0.41343,            0.040985,            0.053793,            0.016194,          0.00064036,          0.00064036,          0.00064036
                  38,            0.052945,            0.081673,            0.029488,             0.87925,             0.73932,              0.8164,             0.41543,            0.040858,             0.05364,            0.016046,          0.00063037,          0.00063037,          0.00063037
                  39,            0.052861,            0.078971,            0.029236,             0.88594,             0.73732,             0.81701,             0.41691,            0.040812,            0.053602,            0.015962,          0.00062038,          0.00062038,          0.00062038
                  40,            0.052463,            0.078517,            0.029156,              0.8926,             0.74206,             0.81876,             0.41932,            0.040696,             0.05355,            0.015809,          0.00061039,          0.00061039,          0.00061039
                  41,            0.053293,            0.081375,            0.029251,             0.89164,             0.75192,             0.82605,             0.42269,            0.040494,            0.053298,            0.015615,           0.0006004,           0.0006004,           0.0006004
                  42,            0.052255,            0.076836,            0.028822,             0.88665,             0.75461,             0.82721,             0.42255,            0.040393,            0.053203,            0.015488,          0.00059041,          0.00059041,          0.00059041
                  43,            0.053551,            0.081289,             0.02962,             0.88585,             0.75308,             0.82753,             0.42389,            0.040286,            0.053085,            0.015379,          0.00058042,          0.00058042,          0.00058042
                  44,            0.051868,            0.076183,            0.027593,             0.88771,             0.75449,             0.82842,             0.42679,            0.040195,            0.052981,            0.015293,          0.00057043,          0.00057043,          0.00057043
                  45,            0.052895,            0.076748,            0.028777,             0.89445,             0.74945,             0.83094,             0.42733,            0.040148,             0.05297,            0.015201,          0.00056044,          0.00056044,          0.00056044
                  46,            0.051623,            0.079733,            0.027561,             0.89049,             0.75233,             0.83265,             0.42563,            0.040069,            0.052784,            0.015134,          0.00055045,          0.00055045,          0.00055045
                  47,            0.050918,            0.080183,            0.028164,               0.874,             0.76182,             0.83154,             0.43016,            0.039948,            0.052642,             0.01512,          0.00054046,          0.00054046,          0.00054046
                  48,            0.051719,            0.076946,            0.027911,             0.87812,             0.76303,              0.8333,              0.4322,            0.039894,             0.05258,            0.015042,          0.00053047,          0.00053047,          0.00053047
                  49,            0.051506,            0.078759,            0.028772,              0.8765,             0.77077,             0.83428,             0.43182,            0.039819,            0.052589,            0.014925,          0.00052048,          0.00052048,          0.00052048
                  50,            0.050456,             0.07835,            0.028498,             0.87283,             0.77136,              0.8355,             0.43402,            0.039739,            0.052456,             0.01476,          0.00051049,          0.00051049,          0.00051049
