               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  59,            0.027557,           0.0078512,           0.0063466,              0.8913,             0.89446,             0.95309,             0.68077,            0.020734,           0.0044536,           0.0035554,            0.008086,            0.008086,            0.008086
                  60,            0.027852,           0.0077981,           0.0064968,             0.90161,             0.89147,             0.95211,             0.67057,            0.021088,           0.0047712,           0.0036931,            0.008053,            0.008053,            0.008053
                  61,            0.027174,           0.0078153,            0.005868,             0.94422,             0.86158,             0.95266,             0.68306,            0.019976,           0.0043886,           0.0030471,             0.00802,             0.00802,             0.00802
                  62,            0.026896,           0.0075568,           0.0062623,             0.92892,             0.93519,             0.96295,             0.69715,            0.020792,           0.0043491,           0.0025366,            0.007987,            0.007987,            0.007987
                  63,            0.027099,           0.0075512,           0.0059993,             0.91679,             0.93014,             0.96258,             0.68798,            0.020532,            0.004344,           0.0024068,            0.007954,            0.007954,            0.007954
                  64,            0.027106,           0.0075244,            0.005851,             0.88041,             0.89091,             0.93019,             0.64709,            0.021377,           0.0044273,           0.0052143,            0.007921,            0.007921,            0.007921
                  65,            0.026396,           0.0077877,           0.0067051,             0.93487,             0.89196,             0.95983,             0.69152,            0.019852,           0.0042891,           0.0023453,            0.007888,            0.007888,            0.007888
                  66,            0.026886,           0.0075179,           0.0057218,             0.94722,             0.87732,             0.95581,             0.70141,            0.019841,           0.0042584,           0.0020868,            0.007855,            0.007855,            0.007855
                  67,            0.026826,           0.0076132,            0.005927,             0.92707,             0.90468,             0.96195,             0.70937,            0.018912,           0.0041279,           0.0023301,            0.007822,            0.007822,            0.007822
                  68,            0.026308,           0.0075517,           0.0060211,             0.92173,             0.91375,             0.95481,             0.69417,            0.019159,           0.0041872,            0.002906,            0.007789,            0.007789,            0.007789
                  69,            0.026294,           0.0074539,           0.0056865,             0.94102,             0.88773,             0.96729,             0.71396,            0.019149,           0.0042388,           0.0021377,            0.007756,            0.007756,            0.007756
                  70,             0.02661,           0.0074501,           0.0058108,             0.90657,             0.93733,             0.96688,             0.70247,            0.019259,           0.0041645,           0.0020704,            0.007723,            0.007723,            0.007723
                  71,            0.026076,           0.0074456,           0.0052943,             0.91192,             0.92814,              0.9665,             0.71002,            0.019118,           0.0040991,           0.0020751,             0.00769,             0.00769,             0.00769
                  72,            0.025717,           0.0072952,           0.0052864,             0.93262,             0.93263,             0.96511,              0.7011,             0.01939,           0.0041553,           0.0020315,            0.007657,            0.007657,            0.007657
                  73,            0.026374,           0.0075152,           0.0049019,             0.94283,             0.91861,             0.96825,             0.70791,            0.019266,           0.0042883,           0.0019864,            0.007624,            0.007624,            0.007624
                  74,            0.025399,           0.0073222,           0.0056831,             0.91427,             0.93956,             0.96614,             0.71932,            0.018702,           0.0041345,           0.0022306,            0.007591,            0.007591,            0.007591
                  75,            0.025604,           0.0073696,           0.0051437,              0.9304,             0.91343,             0.96577,             0.71577,              0.0181,           0.0040953,           0.0021903,            0.007558,            0.007558,            0.007558
                  76,              0.0257,           0.0073827,           0.0052815,             0.93282,             0.94132,             0.97243,             0.71481,            0.018797,           0.0040436,           0.0022013,            0.007525,            0.007525,            0.007525
                  77,            0.025321,           0.0072615,           0.0051502,             0.94781,             0.95012,             0.97581,             0.72681,            0.018472,           0.0039792,           0.0017462,            0.007492,            0.007492,            0.007492
                  78,            0.025739,            0.007301,           0.0055128,             0.93774,             0.94076,             0.97371,             0.72516,            0.018109,            0.003999,           0.0021174,            0.007459,            0.007459,            0.007459
                  79,             0.02531,           0.0072047,           0.0053409,             0.95227,             0.88125,             0.96721,             0.71749,            0.018345,           0.0041025,           0.0021907,            0.007426,            0.007426,            0.007426
                  80,            0.025268,           0.0072694,           0.0049548,             0.90553,             0.93017,             0.97068,             0.71829,            0.018673,           0.0041013,           0.0020526,            0.007393,            0.007393,            0.007393
                  81,             0.02535,           0.0070855,           0.0052644,             0.92533,             0.90465,             0.96205,             0.72865,            0.017653,           0.0040247,           0.0026646,             0.00736,             0.00736,             0.00736
                  82,            0.024861,           0.0071205,           0.0045364,             0.93666,             0.92564,             0.97737,             0.73029,            0.017686,           0.0039377,           0.0017308,            0.007327,            0.007327,            0.007327
                  83,            0.024792,            0.007305,           0.0044165,             0.95391,             0.95651,             0.98173,             0.73817,            0.017254,           0.0038879,             0.00179,            0.007294,            0.007294,            0.007294
                  84,            0.024556,           0.0071872,           0.0050009,               0.949,             0.95823,             0.98059,             0.73968,            0.017207,           0.0038287,           0.0019675,            0.007261,            0.007261,            0.007261
                  85,            0.025027,           0.0070684,           0.0045445,             0.93235,             0.94199,             0.97451,             0.74252,            0.016974,            0.003896,           0.0016452,            0.007228,            0.007228,            0.007228
                  86,            0.024417,           0.0071347,           0.0041683,             0.94312,             0.95392,             0.98101,             0.74714,            0.017332,           0.0038778,           0.0015263,            0.007195,            0.007195,            0.007195
                  87,            0.024747,           0.0071098,           0.0048113,             0.95395,             0.95768,             0.98035,             0.74204,            0.017631,           0.0038829,           0.0016299,            0.007162,            0.007162,            0.007162
                  88,            0.024136,           0.0069887,            0.005113,             0.93503,             0.94736,             0.97539,             0.74422,            0.016922,           0.0037593,           0.0017562,            0.007129,            0.007129,            0.007129
                  89,             0.02459,           0.0070418,           0.0041911,             0.94608,             0.96563,             0.98363,             0.75506,            0.016941,            0.003861,           0.0015329,            0.007096,            0.007096,            0.007096
                  90,            0.024015,           0.0070123,           0.0042778,              0.9284,             0.96028,             0.97844,             0.74286,            0.016869,           0.0038082,           0.0018809,            0.007063,            0.007063,            0.007063
                  91,             0.02432,           0.0070375,           0.0045483,             0.94409,             0.94339,             0.97431,             0.73844,            0.017313,           0.0037985,           0.0016276,             0.00703,             0.00703,             0.00703
                  92,            0.024182,           0.0069112,           0.0041268,             0.94639,              0.9581,             0.97695,             0.74494,            0.016876,           0.0038004,           0.0020974,            0.006997,            0.006997,            0.006997
                  93,            0.023749,           0.0068276,           0.0048392,             0.94629,              0.9596,             0.98018,             0.74713,            0.016533,           0.0037587,             0.00171,            0.006964,            0.006964,            0.006964
                  94,            0.023764,           0.0070613,           0.0045936,             0.94433,             0.96334,              0.9804,             0.75512,            0.016485,           0.0038109,           0.0015649,            0.006931,            0.006931,            0.006931
                  95,            0.024042,           0.0068809,           0.0043714,             0.93921,             0.94803,             0.97708,             0.75539,            0.016533,           0.0037316,           0.0021022,            0.006898,            0.006898,            0.006898
                  96,            0.024014,           0.0066962,           0.0044179,             0.94187,             0.96933,              0.9827,              0.7529,            0.016867,           0.0037702,           0.0017869,            0.006865,            0.006865,            0.006865
                  97,            0.024298,           0.0070647,           0.0044471,             0.94067,             0.96992,             0.98401,                0.75,            0.016595,           0.0037612,           0.0014155,            0.006832,            0.006832,            0.006832
                  98,            0.023727,           0.0067973,           0.0045925,              0.9444,             0.96119,             0.97914,             0.74962,            0.016428,           0.0036928,           0.0016207,            0.006799,            0.006799,            0.006799
                  99,            0.023404,           0.0067235,           0.0039568,             0.95747,             0.96663,             0.98428,             0.76608,            0.015687,           0.0036789,           0.0013032,            0.006766,            0.006766,            0.006766
                 100,             0.02392,           0.0068776,           0.0037969,             0.95071,             0.94862,             0.97804,             0.75075,            0.016341,           0.0036804,           0.0019603,            0.006733,            0.006733,            0.006733
                 101,            0.023154,           0.0067216,           0.0038987,             0.94796,             0.96699,             0.98059,             0.76065,            0.015871,           0.0036405,            0.001787,              0.0067,              0.0067,              0.0067
                 102,            0.023405,           0.0067515,           0.0038991,             0.95686,              0.9751,             0.98695,             0.74769,            0.016583,            0.003662,           0.0014484,            0.006667,            0.006667,            0.006667
