               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  77,            0.031464,             0.04923,            0.012197,             0.97808,             0.96475,             0.98915,             0.78896,            0.019839,            0.026855,           0.0034118,          0.00024076,          0.00024076,          0.00024076
                  78,            0.031001,            0.048804,            0.011318,             0.97943,             0.96312,             0.98874,             0.79231,            0.019801,            0.026842,           0.0034168,          0.00023077,          0.00023077,          0.00023077
                  79,            0.029871,            0.050123,             0.01047,             0.98104,             0.96152,             0.98909,             0.79234,            0.019813,            0.026852,            0.003422,          0.00022078,          0.00022078,          0.00022078
                  80,            0.030057,            0.048574,            0.010739,             0.98206,             0.96062,             0.98905,             0.79084,            0.019858,             0.02688,           0.0034333,          0.00021079,          0.00021079,          0.00021079
                  81,            0.030609,            0.047757,            0.011058,             0.98289,             0.95974,             0.98896,             0.79016,             0.01992,            0.026883,           0.0034128,           0.0002008,           0.0002008,           0.0002008
                  82,            0.030046,            0.047705,           0.0098292,             0.98035,             0.96238,             0.98882,             0.78919,             0.01995,            0.026852,            0.003411,          0.00019081,          0.00019081,          0.00019081
                  83,            0.032519,             0.05232,            0.012454,             0.98117,             0.96233,               0.989,             0.78982,            0.019961,            0.026807,           0.0033595,          0.00018082,          0.00018082,          0.00018082
                  84,            0.031055,            0.048449,            0.011193,             0.98082,             0.96253,             0.98894,             0.78936,            0.019901,            0.026764,           0.0033297,          0.00017083,          0.00017083,          0.00017083
                  85,            0.030321,            0.047529,            0.010455,             0.97911,             0.96367,             0.98889,             0.78866,             0.01995,             0.02674,           0.0033131,          0.00016084,          0.00016084,          0.00016084
                  86,            0.029834,            0.049961,           0.0098821,             0.97919,             0.96369,              0.9891,             0.79087,            0.019842,            0.026703,           0.0032878,          0.00015085,          0.00015085,          0.00015085
                  87,            0.029968,             0.04781,            0.010402,             0.98192,             0.96326,             0.98928,             0.79178,             0.01974,            0.026658,           0.0032771,          0.00014086,          0.00014086,          0.00014086
                  88,            0.030067,            0.048594,            0.010467,             0.98268,             0.96319,             0.98946,             0.79307,            0.019759,            0.026649,           0.0032638,          0.00013087,          0.00013087,          0.00013087
                  89,            0.030507,            0.048996,            0.010051,             0.98288,             0.96253,              0.9893,             0.79295,            0.019735,            0.026673,           0.0032453,          0.00012088,          0.00012088,          0.00012088
                  90,             0.03144,            0.050275,            0.011588,             0.98106,             0.96553,             0.98903,             0.79374,            0.019777,            0.026641,           0.0032563,          0.00011089,          0.00011089,          0.00011089
                  91,            0.032176,            0.053211,             0.01191,             0.97839,             0.96539,             0.98898,             0.79343,            0.019756,            0.026633,           0.0032562,           0.0001009,           0.0001009,           0.0001009
                  92,            0.030517,            0.049145,             0.01095,             0.98211,             0.96329,              0.9892,              0.7926,            0.019747,            0.026623,            0.003266,           9.091e-05,           9.091e-05,           9.091e-05
                  93,            0.030562,            0.049167,            0.012497,             0.98267,             0.96516,             0.98938,             0.79326,             0.01978,             0.02669,           0.0032844,           8.092e-05,           8.092e-05,           8.092e-05
                  94,            0.031096,            0.048728,            0.010075,             0.98172,             0.96369,             0.98915,             0.79041,            0.019925,             0.02673,           0.0032889,           7.093e-05,           7.093e-05,           7.093e-05
                  95,            0.030187,             0.05017,            0.010141,              0.9786,             0.96562,             0.98909,             0.79004,            0.019951,            0.026666,           0.0032541,           6.094e-05,           6.094e-05,           6.094e-05
                  96,            0.029906,            0.049265,            0.010692,             0.98188,             0.96454,             0.98921,             0.79311,            0.019799,            0.026638,           0.0032432,           5.095e-05,           5.095e-05,           5.095e-05
                  97,            0.029214,            0.047108,            0.010227,             0.98194,             0.96535,             0.98905,             0.79261,            0.019869,             0.02664,           0.0032702,           4.096e-05,           4.096e-05,           4.096e-05
                  98,            0.029804,            0.047232,            0.011639,             0.98201,             0.96383,             0.98938,             0.79077,            0.019863,            0.026711,           0.0032859,           3.097e-05,           3.097e-05,           3.097e-05
                  99,            0.031459,            0.052524,            0.011206,             0.98162,             0.96255,             0.98931,             0.78982,            0.019933,            0.026722,           0.0033032,           2.098e-05,           2.098e-05,           2.098e-05
